antecedents,consequents,support,confidence,lift,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,cosine,all_confidence,improvement,added_value,gini_index,lift_diff,kl_divergence
frozenset({'chicken'}),frozenset({'milk'}),0.014798026929742702,0.24666666666666667,1.9035459533607684,0.007024100115096418,1.1554211650835937,0.504958085301299,0.08466819221967964,0.134514729157094,0.1804320987654321,0.16783540830181037,0.12958272230369283,0.11708394436297384,0.11708394436297384,0.0054996044971781545,0.9035459533607684,0.22907671825075282
frozenset({'milk'}),frozenset({'shrimp'}),0.01759765364618051,0.1358024691358025,1.9004744794545791,0.008338043040290713,1.0744567391014532,0.5443545579860483,0.09593023255813954,0.06929710279794034,0.19103556292611018,0.1828767116197327,0.07145713904812692,0.06434533008767557,0.06434533008767557,0.004130526842724887,0.9004744794545791,0.1258019280604472
frozenset({'shrimp'}),frozenset({'milk'}),0.01759765364618051,0.2462686567164179,1.900474479454579,0.008338043040290713,1.1548110416960906,0.5102786660575606,0.09593023255813954,0.13405746577268352,0.19103556292611018,0.1828767116197327,0.12958272230369283,0.11668593441272507,0.11668593441272507,0.006532967209035377,0.9004744794545789,0.228133347154393
frozenset({'spaghetti'}),frozenset({'herb & pepper'}),0.01626449806692441,0.09341500765696784,1.8886953434903389,0.007652999064196229,1.0484840759970744,0.5697296868177668,0.07845659163987137,0.046242071870254656,0.21112798900368607,0.17526745779866765,0.04946007199040128,0.04395493566656655,0.04395493566656655,0.002754836573302977,0.8886953434903389,0.08569799445193849
frozenset({'herb & pepper'}),frozenset({'spaghetti'}),0.01626449806692441,0.32884097035040427,1.8886953434903389,0.007652999064196229,1.2305427549419112,0.4950175890373162,0.07845659163987137,0.18735046305058636,0.21112798900368607,0.17526745779866765,0.17411011865084655,0.15473085169955772,0.15473085169955772,0.007179298643239002,0.8886953434903389,0.30167541982272683
frozenset({'spaghetti'}),"frozenset({'milk', 'mineral water'})",0.01573123583522197,0.09035222052067382,1.8825889059043732,0.007375064296186541,1.0465659573111912,0.5676502373428545,0.07622739018087855,0.044494049310401115,0.2090649991492258,0.17209140030679684,0.04799360085321957,0.04235861966745425,0.04235861966745425,0.0025858595436831283,0.8825889059043732,0.0824660978530878
"frozenset({'milk', 'mineral water'})",frozenset({'spaghetti'}),0.01573123583522197,0.3277777777777778,1.882588905904373,0.007375064296186541,1.2285965177094844,0.4924510881303716,0.07622739018087855,0.18606313335126895,0.2090649991492258,0.17209140030679684,0.17411011865084655,0.15366765912693123,0.15366765912693123,0.0069324254708425705,0.882588905904373,0.29916867721147955
"frozenset({'spaghetti', 'milk'})",frozenset({'chocolate'}),0.010931875749900012,0.3082706766917293,1.8814795328435,0.005121620810066277,1.2087895526973216,0.48572825189205576,0.058032554847841464,0.1727261393279116,0.18749579400086872,0.14341583064301183,0.1638448206905746,0.1444258560011547,0.1444258560011547,0.00466222345283768,0.8814795328434999,0.28110204072754197
frozenset({'chocolate'}),"frozenset({'spaghetti', 'milk'})",0.010931875749900012,0.06672091131000812,1.8814795328434997,0.005121620810066277,1.0334937033097709,0.560306744649079,0.058032554847841464,0.032408231615255134,0.18749579400086872,0.14341583064301183,0.03546193840821224,0.031258972901795884,0.031258972901795884,0.001361438999313571,0.8814795328434997,0.06084063696788132
frozenset({'mineral water'}),"frozenset({'olive oil', 'spaghetti'})",0.010265297960271964,0.04306487695749441,1.8780793142916605,0.004799448950511883,1.0210407168777262,0.6138676656793234,0.04089219330855019,0.020607128129098866,0.24536964778107279,0.1388489962305351,0.022930275963204905,0.020134600994289507,0.020134600994289507,0.0008460718801279911,0.8780793142916605,0.03915708353070284
"frozenset({'olive oil', 'spaghetti'})",frozenset({'mineral water'}),0.010265297960271964,0.4476744186046512,1.8780793142916603,0.004799448950511883,1.3789543850293646,0.4785135726601139,0.04089219330855019,0.2748128503331854,0.24536964778107279,0.1388489962305351,0.23836821757099053,0.20930620103366065,0.20930620103366065,0.005076436896930058,0.8780793142916603,0.4070515427493992
frozenset({'mineral water'}),"frozenset({'spaghetti', 'milk'})",0.01573123583522197,0.06599552572706936,1.8610242048073204,0.0072782367852441705,1.03269105037492,0.6074608312293994,0.06095041322314049,0.031656176707497895,0.2548022741417302,0.17110292417396142,0.03546193840821224,0.030533587318857122,0.030533587318857122,0.0019393504132001322,0.8610242048073204,0.05913838070287541
"frozenset({'spaghetti', 'milk'})",frozenset({'mineral water'}),0.01573123583522197,0.44360902255639095,1.8610242048073202,0.0072782367852441705,1.3688787440953818,0.47967155892378155,0.06095041322314049,0.26947510558296667,0.2548022741417302,0.17110292417396142,0.23836821757099053,0.20524080498540043,0.20524080498540043,0.007765569071918042,0.8610242048073202,0.3975166341982752
frozenset({'burgers'}),frozenset({'eggs'}),0.02879616051193174,0.33027522935779813,1.8378297443715457,0.013127592408644938,1.224817512916086,0.49942391639485245,0.1209406494960806,0.18355184388312104,0.24525630904091686,0.2300487781156977,0.17970937208372217,0.15056585727407595,0.15056585727407595,0.012739047188848853,0.8378297443715457,0.2899826825846208
frozenset({'eggs'}),frozenset({'burgers'}),0.02879616051193174,0.1602373887240356,1.8378297443715457,0.013127592408644938,1.0869876949268955,0.5557541939794498,0.1209406494960806,0.08002638422944222,0.24525630904091686,0.2300487781156977,0.0871883748833489,0.0730490138406867,0.0730490138406867,0.007749701502053217,0.8378297443715457,0.14068892760411128
"frozenset({'chocolate', 'milk'})",frozenset({'mineral water'}),0.013998133582189041,0.43568464730290457,1.827779943746693,0.006339589330141486,1.3496563203337595,0.46792207792207796,0.05457380457380457,0.25907063529128077,0.24720473975883483,0.15995470549943877,0.23836821757099053,0.19731642973191404,0.19731642973191404,0.006883261223245451,0.8277799437466931,0.37908589476821114
frozenset({'mineral water'}),"frozenset({'chocolate', 'milk'})",0.013998133582189041,0.0587248322147651,1.827779943746693,0.006339589330141486,1.0282550561885866,0.5946287914780826,0.05457380457380457,0.02747864551555827,0.24720473975883483,0.15995470549943877,0.03212904946007199,0.026595782754693112,0.026595782754693112,0.0015475279992245962,0.8277799437466931,0.051096029440234274
frozenset({'mineral water'}),"frozenset({'spaghetti', 'ground beef'})",0.017064391414478068,0.07158836689038031,1.8264773470909617,0.007721602990818394,1.0348914120687522,0.5941164887099596,0.06550665301944728,0.0337150464887946,0.2534812582751221,0.17654383127268333,0.03919477403012932,0.032393592860250994,0.032393592860250994,0.002268317422981633,0.8264773470909617,0.06221486251575069
"frozenset({'spaghetti', 'ground beef'})",frozenset({'mineral water'}),0.017064391414478068,0.4353741496598639,1.8264773470909614,0.007721602990818394,1.3489141206875228,0.47095705564034956,0.06550665301944728,0.2586629610710028,0.2534812582751221,0.17654383127268333,0.23836821757099053,0.19700593208887335,0.19700593208887335,0.00838965682759105,0.8264773470909614,0.3783679393815041
"frozenset({'chocolate', 'eggs'})",frozenset({'spaghetti'}),0.010531929076123183,0.3172690763052209,1.8222322675080107,0.004752243761623677,1.2096857673878776,0.4667154237678649,0.0535230352303523,0.17333903815423113,0.18887956112351395,0.13853382620002053,0.17411011865084655,0.14315895765437434,0.14315895765437434,0.004562629876690193,0.8222322675080107,0.2746620162513418
frozenset({'spaghetti'}),"frozenset({'chocolate', 'eggs'})",0.010531929076123183,0.06049004594180704,1.8222322675080105,0.004752243761623677,1.0290518178125014,0.5463470949418171,0.0535230352303523,0.02823163742546809,0.18887956112351395,0.13853382620002053,0.03319557392347687,0.02729447201833017,0.02729447201833017,0.0011970801286275007,0.8222322675080105,0.05236664781514862
frozenset({'spaghetti'}),frozenset({'salmon'}),0.013464871350486601,0.0773353751914242,1.8184722548930186,0.006060374903396873,1.0377252051040498,0.544973189812928,0.0662729658792651,0.0363537523406952,0.19697489762706005,0.15647841693525588,0.04252766297826956,0.03480771221315463,0.03480771221315463,0.0019215614207380373,0.8184722548930186,0.06671930959949005
frozenset({'salmon'}),frozenset({'spaghetti'}),0.013464871350486601,0.3166144200626959,1.8184722548930183,0.006060374903396873,1.2085269364696327,0.470079213435128,0.0662729658792651,0.1725463704423377,0.19697489762706005,0.15647841693525588,0.17411011865084655,0.14250430141184936,0.14250430141184936,0.005826781132162891,0.8184722548930183,0.2731517816204827
frozenset({'spaghetti'}),frozenset({'grated cheese'}),0.01653112918277563,0.09494640122511486,1.812195815749584,0.007408975252661952,1.0470175324621127,0.5426670832356999,0.07873015873015873,0.044906155822958156,0.20523401486192128,0.1730827638288742,0.0523930142647647,0.04255338696035016,0.04255338696035016,0.0028410921697959684,0.8121958157495841,0.08143921731828728
frozenset({'grated cheese'}),frozenset({'spaghetti'}),0.01653112918277563,0.3155216284987277,1.8121958157495839,0.007408975252661952,1.2065974846476477,0.47296322181276895,0.07873015873015873,0.1712232018351827,0.20523401486192128,0.1730827638288742,0.17411011865084655,0.14141150984788117,0.14141150984788117,0.007140380902701393,0.8121958157495839,0.27063515984143294
frozenset({'frozen vegetables'}),frozenset({'ground beef'}),0.01693107585655246,0.17762237762237765,1.807795732083385,0.007565484625158011,1.0965113948525684,0.4939210184933781,0.09584905660377359,0.08801677329175854,0.17497129735935707,0.1749512122651786,0.09825356619117451,0.07936881143120314,0.07936881143120314,0.004946334864937793,0.8077957320833851,0.15173066076270736
frozenset({'ground beef'}),frozenset({'frozen vegetables'}),0.01693107585655246,0.17232021709633652,1.8077957320833848,0.007565484625158011,1.0930306560218201,0.49552750317801064,0.09584905660377359,0.08511257713522255,0.17497129735935707,0.1749512122651786,0.09532062391681109,0.07699959317952543,0.07699959317952543,0.0048296218915553695,0.8077957320833848,0.14720138730710414
frozenset({'mineral water'}),"frozenset({'spaghetti', 'frozen vegetables'})",0.011998400213304892,0.050335570469798654,1.806541215760573,0.005356758102608049,1.0236637470716508,0.5861835579672092,0.04719454640797063,0.02311671888287983,0.2404787900195883,0.14722637164762886,0.027862951606452472,0.022472618863346182,0.022472618863346182,0.0011470926738768356,0.8065412157605729,0.042947827341546084
"frozenset({'spaghetti', 'frozen vegetables'})",frozenset({'mineral water'}),0.011998400213304892,0.43062200956937796,1.806541215760573,0.005356758102608049,1.3376558195601933,0.45925214847321266,0.04719454640797063,0.2524235417083676,0.2404787900195883,0.14722637164762886,0.23836821757099053,0.19225379199838744,0.19225379199838744,0.005883696173828228,0.8065412157605729,0.36741969036691097
frozenset({'frozen vegetables'}),frozenset({'olive oil'}),0.011331822423676844,0.11888111888111888,1.8051159366948841,0.005054207676989111,1.0601771615636433,0.49301329727293214,0.07562277580071175,0.056761420397784035,0.14547294810452704,0.14302186283493695,0.0658578856152513,0.05302323326586758,0.05302323326586758,0.0023739805009062344,0.8051159366948841,0.10129759087031748
frozenset({'olive oil'}),frozenset({'frozen vegetables'}),0.011331822423676844,0.17206477732793524,1.8051159366948841,0.005054207676989111,1.0926934273474214,0.4774637127578304,0.07562277580071175,0.08483022321497821,0.14547294810452704,0.14302186283493695,0.09532062391681109,0.07674415341112414,0.07674415341112414,0.003228628616754294,0.8051159366948841,0.14661493415440688
frozenset({'spaghetti'}),frozenset({'cooking oil'}),0.01586455139314758,0.09111791730474733,1.7845313255950646,0.006974513339118221,1.0440739886745796,0.5323091948643865,0.07579617834394904,0.04221347256292634,0.20091143907012823,0.16825810211572184,0.0510598586855086,0.04005805861923873,0.04005805861923873,0.0026276596858137114,0.7845313255950646,0.07613314086382277
frozenset({'cooking oil'}),frozenset({'spaghetti'}),0.01586455139314758,0.31070496083550914,1.7845313255950643,0.006974513339118221,1.1981660021088096,0.46328399300152767,0.07579617834394904,0.1653911075427206,0.20091143907012823,0.16825810211572184,0.17411011865084655,0.13659484218466258,0.13659484218466258,0.006795339072011185,0.7845313255950643,0.2596080469142363
frozenset({'chocolate'}),"frozenset({'milk', 'mineral water'})",0.013998133582189041,0.0854353132628153,1.7801396799566043,0.006134630656098273,1.0409393812734815,0.5241208090379009,0.07075471698113207,0.039329265478837354,0.18855098996474098,0.15785636837007178,0.04799360085321957,0.03744171240959573,0.03744171240959573,0.002187519704999997,0.7801396799566043,0.07108136453522204
"frozenset({'milk', 'mineral water'})",frozenset({'chocolate'}),0.013998133582189041,0.2916666666666667,1.7801396799566043,0.006134630656098273,1.1804543707897772,0.46033968831896294,0.07075471698113207,0.1528685693027211,0.18855098996474098,0.15785636837007178,0.1638448206905746,0.12782184597609209,0.12782184597609209,0.005783951028751723,0.7801396799566043,0.24266388059385527
"frozenset({'milk', 'eggs'})",frozenset({'mineral water'}),0.013064924676709772,0.42424242424242425,1.7797776421937497,0.005724162343834314,1.3228341484293324,0.4520534486146591,0.051015096304008335,0.24404733489277514,0.23952613382143584,0.1524882317969274,0.23836821757099053,0.18587420667143373,0.18587420667143373,0.006382497638208999,0.7797776421937497,0.35284115503738506
frozenset({'mineral water'}),"frozenset({'milk', 'eggs'})",0.013064924676709772,0.05480984340044743,1.7797776421937497,0.005724162343834314,1.0254064744030185,0.5752544322472557,0.051015096304008335,0.024776978727201675,0.23952613382143584,0.1524882317969274,0.03079589388081589,0.02401394951963154,0.02401394951963154,0.001353675775963968,0.7797776421937497,0.04558518278167559
frozenset({'chocolate'}),"frozenset({'spaghetti', 'eggs'})",0.010531929076123183,0.06427990235964198,1.759720976641148,0.0045469296268207645,1.0296578427224197,0.5163253196848359,0.05547752808988764,0.02880359036940287,0.17630053512142682,0.13613690359248953,0.036528462871617116,0.027751439488024866,0.027751439488024866,0.0012669488666764092,0.7597209766411479,0.05241040572726497
"frozenset({'spaghetti', 'eggs'})",frozenset({'chocolate'}),0.010531929076123183,0.28832116788321166,1.7597209766411477,0.0045469296268207645,1.1749052263117052,0.4480963615695711,0.05547752808988764,0.1488675191792045,0.17630053512142682,0.13613690359248953,0.1638448206905746,0.12447634719263706,0.12447634719263706,0.0043221366992827965,0.7597209766411477,0.23508171036061543
frozenset({'olive oil'}),frozenset({'mineral water'}),0.027596320490601255,0.4190283400809717,1.7579035676439423,0.011897893683499625,1.3109620227175287,0.46153639321341183,0.09975903614457832,0.23720139663003123,0.2674000760807543,0.22025364978649856,0.23836821757099053,0.18066012250998115,0.18066012250998115,0.013436294678048565,0.7579035676439423,0.34102870004900054
frozenset({'mineral water'}),frozenset({'olive oil'}),0.027596320490601255,0.11577181208053693,1.7579035676439423,0.011897893683499625,1.0564491464389187,0.5660748306050021,0.09975903614457832,0.053432904583431924,0.2674000760807543,0.22025364978649856,0.0658578856152513,0.04991392646528563,0.04991392646528563,0.005649998885183852,0.7579035676439423,0.0942215759643212
frozenset({'tomatoes'}),frozenset({'spaghetti'}),0.020930542594320756,0.3060428849902534,1.7577547322449394,0.009022998151195267,1.1901165986857183,0.46273958268770116,0.09446450060168471,0.15974619536915105,0.21312864004489698,0.19180917677113776,0.17411011865084655,0.13193276633940684,0.13193276633940684,0.00889048396035837,0.7577547322449394,0.24903743319372423
frozenset({'spaghetti'}),frozenset({'tomatoes'}),0.020930542594320756,0.12021439509954057,1.7577547322449392,0.009022998151195267,1.0589047076867848,0.5219732370979266,0.09446450060168471,0.05562795902141583,0.21312864004489698,0.19180917677113776,0.06839088121583789,0.05182351388370268,0.05182351388370268,0.004427349528524612,0.7577547322449392,0.09782251395741233
frozenset({'mineral water'}),frozenset({'ground beef'}),0.040927876283162246,0.17170022371364654,1.7475215442008993,0.01750734884017864,1.0886715892303713,0.5616375247948704,0.13841298467087468,0.08144934625607078,0.2941269096858599,0.26743661971243776,0.09825356619117451,0.07344665752247204,0.07344665752247204,0.01164146430218142,0.7475215442008993,0.13827194868940637
frozenset({'ground beef'}),frozenset({'mineral water'}),0.040927876283162246,0.41655359565807326,1.7475215442008991,0.01750734884017864,1.305401450349256,0.4743694824294936,0.13841298467087468,0.2339521304098035,0.2941269096858599,0.26743661971243776,0.23836821757099053,0.17818537808708274,0.17818537808708274,0.019893951783478983,0.7475215442008991,0.3354548768747063
frozenset({'ground beef'}),frozenset({'tomatoes'}),0.011731769097453673,0.11940298507462688,1.7458904308865033,0.005012121123040592,1.057928999297269,0.47377661147250155,0.0757314974182444,0.05475698211859992,0.14547147304413605,0.14311667759074886,0.06839088121583789,0.05101210385878899,0.05101210385878899,0.0024670951276445246,0.7458904308865033,0.09599558456379086
frozenset({'tomatoes'}),frozenset({'ground beef'}),0.011731769097453673,0.17153996101364521,1.745890430886503,0.005012121123040592,1.0884609895151234,0.45858972524327424,0.0757314974182444,0.08127162146116984,0.14547147304413605,0.14311667759074886,0.09825356619117451,0.07328639482247071,0.07328639482247071,0.0033344973324728007,0.7458904308865031,0.1379117852310211
frozenset({'milk'}),frozenset({'frozen smoothie'}),0.014264764698040262,0.11008230452674898,1.7383734026424087,0.006058953060358073,1.052541279659822,0.4879838763933165,0.07985074626865672,0.04991849790138687,0.16767273121074291,0.1574721802288441,0.06332489001466471,0.046757414512084275,0.046757414512084275,0.0027948722599601943,0.7383734026424087,0.08781683814908281
frozenset({'frozen smoothie'}),frozenset({'milk'}),0.014264764698040262,0.22526315789473686,1.7383734026424087,0.006058953060358073,1.1235005622438747,0.45346523327241145,0.07985074626865672,0.1099247889980734,0.16767273121074291,0.1574721802288441,0.12958272230369283,0.09568043559104403,0.09568043559104403,0.004978963986703896,0.7383734026424087,0.17970098248612312
frozenset({'milk'}),frozenset({'cooking oil'}),0.011465137981602452,0.08847736625514403,1.732816512479988,0.004848662492692393,1.0410494552569816,0.48586449721635494,0.0677698975571316,0.0394308407248996,0.1565102235975459,0.14095027638278051,0.0510598586855086,0.03741750756963543,0.03741750756963543,0.0018493066217170927,0.7328165124799879,0.07017307104154565
frozenset({'cooking oil'}),frozenset({'milk'}),0.011465137981602452,0.22454308093994776,1.732816512479988,0.004848662492692393,1.122457297500625,0.44566019982095834,0.0677698975571316,0.10909751112429901,0.1565102235975459,0.14095027638278051,0.12958272230369283,0.09496035863625493,0.09496035863625493,0.003992699579737946,0.7328165124799879,0.1780893604500845
frozenset({'eggs'}),frozenset({'turkey'}),0.01946407145713905,0.10830860534124628,1.7322448798820649,0.0082277435665557,1.051344679278481,0.5153227404384542,0.08737283064033513,0.04883715140282827,0.20980462250004744,0.1836206364308973,0.06252499666711105,0.04578360867413524,0.04578360867413524,0.0037595963997176236,0.7322448798820649,0.08585004616285319
frozenset({'turkey'}),frozenset({'eggs'}),0.01946407145713905,0.31130063965884863,1.7322448798820649,0.0082277435665557,1.1910721501323045,0.4509073978836475,0.08737283064033513,0.1604202987292416,0.20980462250004744,0.1836206364308973,0.17970937208372217,0.13159126757512646,0.13159126757512646,0.008345903880922195,0.7322448798820649,0.24675023929110046
frozenset({'spaghetti'}),"frozenset({'chocolate', 'mineral water'})",0.01586455139314758,0.09111791730474733,1.730317715703569,0.00669597428781704,1.0423138189830798,0.5110505219036767,0.0752212389380531,0.04059604527201094,0.19619187004477873,0.16568257098214342,0.05265964538061592,0.03845827192413141,0.03845827192413141,0.0026276596858137114,0.730317715703569,0.07207764080593497
"frozenset({'chocolate', 'mineral water'})",frozenset({'spaghetti'}),0.01586455139314758,0.3012658227848101,1.7303177157035687,0.00669597428781704,1.1819800838149117,0.44553306827938044,0.0752212389380531,0.1539620559659178,0.19619187004477873,0.16568257098214342,0.17411011865084655,0.12715570413396357,0.12715570413396357,0.006679126113847644,0.7303177157035687,0.23831240225962286
frozenset({'ground beef'}),frozenset({'milk'}),0.021997067057725635,0.22388059701492538,1.7277040722314356,0.009265102474627166,1.121499184724088,0.467090479006505,0.10686528497409327,0.10833640039959494,0.19681684171733924,0.194947229610427,0.12958272230369283,0.09429787471123255,0.09429787471123255,0.007644336068178211,0.7277040722314356,0.17660958096974777
frozenset({'milk'}),frozenset({'ground beef'}),0.021997067057725635,0.1697530864197531,1.7277040722314354,0.009265102474627166,1.0861183812418567,0.483902588451524,0.10686528497409327,0.07929005044863512,0.19681684171733924,0.194947229610427,0.09825356619117451,0.07149952022857858,0.07149952022857858,0.0062004002270814405,0.7277040722314354,0.13391076252541573
frozenset({'spaghetti'}),"frozenset({'mineral water', 'french fries'})",0.010131982402346354,0.05819295558958652,1.7253176279742628,0.004259450737413121,1.0259757235620617,0.5090225563909775,0.05124747134187457,0.02531806841576828,0.17929410625329129,0.1322153086639107,0.03372883615517931,0.02446411943440721,0.02446411943440721,0.0011105977066283035,0.7253176279742628,0.04578982448943021
"frozenset({'mineral water', 'french fries'})",frozenset({'spaghetti'}),0.010131982402346354,0.30039525691699603,1.7253176279742628,0.004259450737413121,1.1805092654312759,0.4350710177762286,0.05124747134187457,0.15290796160361378,0.17929410625329129,0.1322153086639107,0.17411011865084655,0.12628513826614948,0.12628513826614948,0.004258633232088087,0.7253176279742628,0.2363696078387188
frozenset({'pancakes'}),frozenset({'olive oil'}),0.010798560191974404,0.11360448807854139,1.7249944637189047,0.004538505206815868,1.0538660246144396,0.464434332191158,0.07193605683836589,0.05111278222879106,0.1387860497072869,0.1364824404357249,0.0658578856152513,0.047746602463290086,0.047746602463290086,0.0021747978076851805,0.7249944637189047,0.0893603510000748
frozenset({'olive oil'}),frozenset({'pancakes'}),0.010798560191974404,0.1639676113360324,1.7249944637189047,0.004538505206815868,1.082429364543162,0.44991868801392615,0.07193605683836589,0.07615218807182957,0.1387860497072869,0.1364824404357249,0.09505399280095987,0.06891361853507254,0.06891361853507254,0.0029605815052051324,0.7249944637189047,0.12897556733411608
frozenset({'shrimp'}),frozenset({'spaghetti'}),0.021197173710171976,0.2966417910447761,1.7037596283513519,0.008755762752052558,1.174209486480494,0.4448504878390153,0.09447415329768272,0.148363208172214,0.20919378985623185,0.19003917702027034,0.17411011865084655,0.12253167239392956,0.12253167239392956,0.008845387222299222,0.7037596283513519,0.22803501455337602
frozenset({'spaghetti'}),frozenset({'shrimp'}),0.021197173710171976,0.1217457886676876,1.7037596283513519,0.008755762752052558,1.057259787622621,0.5001426388698534,0.09447415329768272,0.054158673481166486,0.20919378985623185,0.19003917702027034,0.07145713904812692,0.05028864961956067,0.05028864961956067,0.00453296267321421,0.7037596283513519,0.09358864303262598
"frozenset({'chocolate', 'eggs'})",frozenset({'mineral water'}),0.013464871350486601,0.40562248995983935,1.7016634771749188,0.005552101563101368,1.2813940123298875,0.4264975725371766,0.0521694214876033,0.21959991198822945,0.23105509285464004,0.15136934895143725,0.23836821757099053,0.16725427238884882,0.16725427238884882,0.006492569376205987,0.7016634771749188,0.3110904473292531
frozenset({'mineral water'}),"frozenset({'chocolate', 'eggs'})",0.013464871350486601,0.056487695749440715,1.7016634771749188,0.005552101563101368,1.0246866116329718,0.5413898820303876,0.0521694214876033,0.024091865115355045,0.23105509285464004,0.15136934895143725,0.03319557392347687,0.023292121825963845,0.023292121825963845,0.001435270079673188,0.7016634771749188,0.0433229985374631
frozenset({'mineral water'}),"frozenset({'chocolate', 'spaghetti'})",0.01586455139314758,0.06655480984340045,1.6980531586236285,0.006521762969487907,1.0293108112846787,0.5397493847880479,0.06062149770759043,0.02847615216252904,0.2356583573026526,0.1641305931363228,0.03919477403012932,0.027360035813271136,0.027360035813271136,0.0019711789863972803,0.6980531586236285,0.05083999623316862
"frozenset({'chocolate', 'spaghetti'})",frozenset({'mineral water'}),0.01586455139314758,0.40476190476190477,1.6980531586236285,0.006521762969487907,1.2795413944807361,0.4278601686269069,0.06062149770759043,0.21846998908087653,0.2356583573026526,0.1641305931363228,0.23836821757099053,0.16639368719091424,0.16639368719091424,0.007644483381051838,0.6980531586236285,0.30919018117314795
frozenset({'mineral water'}),frozenset({'salmon'}),0.017064391414478068,0.07158836689038031,1.6833364891684726,0.006927148192888149,1.0313015292740084,0.5329894538771223,0.06467913087417888,0.030351481487711326,0.23642114269283904,0.1694848451438775,0.04252766297826956,0.02906070391211075,0.02906070391211075,0.002268317422981633,0.6833364891684726,0.05378602894592484
frozenset({'salmon'}),frozenset({'mineral water'}),0.017064391414478068,0.4012539184952978,1.6833364891684726,0.006927148192888149,1.2720447046850996,0.42397225703146757,0.06467913087417888,0.21386410688486412,0.23642114269283904,0.1694848451438775,0.23836821757099053,0.16288570092430726,0.16288570092430726,0.008199413160270825,0.6833364891684726,0.30147153528311477
frozenset({'frozen vegetables'}),frozenset({'spaghetti'}),0.027862951606452472,0.29230769230769227,1.678866768759571,0.011266666466423773,1.1670183106020646,0.44696511393426097,0.11534216335540838,0.1431154156577885,0.2261691600895276,0.21628264731972643,0.17411011865084655,0.11819757365684572,0.11819757365684572,0.01152767796640921,0.6788667687595711,0.2184964179607726
frozenset({'spaghetti'}),frozenset({'frozen vegetables'}),0.027862951606452472,0.16003062787136293,1.678866768759571,0.011266666466423773,1.0770385279531858,0.4896053693555924,0.11534216335540838,0.07152810781949505,0.2261691600895276,0.21628264731972643,0.09532062391681109,0.06471000395455184,0.06471000395455184,0.0074907219402805475,0.6788667687595711,0.11962093326336326
frozenset({'mineral water'}),frozenset({'cereals'}),0.010265297960271964,0.04306487695749441,1.6737287153272828,0.004132106920250477,1.01811509877779,0.5285120970400158,0.040441176470588244,0.01779278079613651,0.2210143037637213,0.13107754944115246,0.025729902679642713,0.0173349742778517,0.0173349742778517,0.0008460718801279911,0.6737287153272828,0.032000033330713655
frozenset({'cereals'}),frozenset({'mineral water'}),0.010265297960271964,0.3989637305699482,1.6737287153272828,0.004132106920250477,1.2671977069724039,0.41316223459080603,0.040441176470588244,0.21085715788643122,0.2210143037637213,0.13107754944115246,0.23836821757099053,0.1605955129989577,0.1605955129989577,0.004923065928274541,0.6737287153272828,0.2964562673332436
frozenset({'cooking oil'}),frozenset({'mineral water'}),0.020130649246767097,0.3942558746736292,1.6539783646123563,0.007959601742475753,1.2573490201306492,0.41667240407213124,0.07475247524752475,0.2046758823607374,0.23935388811981237,0.18247097939056722,0.23836821757099053,0.1558876571026387,0.1558876571026387,0.009615130029010287,0.6539783646123563,0.28620625277678896
frozenset({'mineral water'}),frozenset({'cooking oil'}),0.020130649246767097,0.08445190156599552,1.653978364612356,0.007959601742475753,1.0364721885585282,0.519144787709685,0.07475247524752475,0.03518877685396634,0.23935388811981237,0.18247097939056722,0.0510598586855086,0.03339204288048692,0.03339204288048692,0.0031129946569978186,0.653978364612356,0.06130704407914438
frozenset({'chicken'}),frozenset({'spaghetti'}),0.01719770697240368,0.2866666666666667,1.6464675855028077,0.006752492548609391,1.1577895532932057,0.41769763813808364,0.07928703134603564,0.13628517621737962,0.19272077590607453,0.16827200324188893,0.17411011865084655,0.11255654801582013,0.11255654801582013,0.0070334799804470495,0.6464675855028077,0.20622057804129018
frozenset({'spaghetti'}),frozenset({'chicken'}),0.01719770697240368,0.09877488514548238,1.6464675855028075,0.006752492548609391,1.0430335145345107,0.4754134054094637,0.07928703134603564,0.04125803623262847,0.19272077590607453,0.16827200324188893,0.05999200106652446,0.03878288407895792,0.03878288407895792,0.003061824964694655,0.6464675855028075,0.07105609503719797
frozenset({'mineral water'}),"frozenset({'spaghetti', 'eggs'})",0.014264764698040262,0.059843400447427295,1.6382676888910663,0.005557540112724784,1.0247989936856328,0.5115321508086984,0.05473145780051152,0.02419888567263763,0.2251771746762684,0.15287087065374255,0.036528462871617116,0.023314937575810178,0.023314937575810178,0.001605133172143401,0.6382676888910663,0.042618740865601155
"frozenset({'spaghetti', 'eggs'})",frozenset({'mineral water'}),0.014264764698040262,0.3905109489051095,1.6382676888910663,0.005557540112724784,1.2496234035062792,0.4043701643240756,0.05473145780051152,0.19975890560777637,0.2251771746762684,0.15287087065374255,0.23836821757099053,0.15214273133411899,0.15214273133411899,0.006790374564155828,0.6382676888910663,0.27811061557552874
frozenset({'shrimp'}),frozenset({'ground beef'}),0.011465137981602452,0.16044776119402984,1.6329968205107435,0.004444219240305353,1.0740801967145122,0.4174593899731213,0.07245155855096883,0.0689708244701978,0.1385685210312076,0.1368303104968843,0.09825356619117451,0.062194195002855335,0.062194195002855335,0.0030888062478281273,0.6329968205107435,0.11352031799716683
