support,confidence,lift,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
0.13758389261744963,0.2915061051043617,0.001706007916503384,0.007874602759058234,0.014369417856570022,0.0037897658363034254,0.1778649318505578,0.019813930971392394,0.06408560021687348
0.13758389261744963,0.1537569403812216,0.001706007916503384,0.007874602759058234,0.0014206072876458394,0.01135929675694827,0.1778649318505578,0.0019686691244080114,0.06408560021687348
0.0,0.3199994211126299,0.05005958794366617,0.03695272637749216,0.04898479043382399,0.08773184113534682,0.06088605282382996,0.06665791952107705,0.0
0.0,0.07198738590299385,0.05005958794366617,0.03695272637749216,0.00998692346778876,0.1089876890303441,0.06088605282382996,0.01379416682129701,0.0
0.2718120805369128,0.4117459171420981,0.20575475296711732,0.2889677543512297,0.16698292568492595,0.3359341732639012,0.39887911011544736,0.21749230496891206,0.3046821751865043
0.2718120805369128,0.23353211548193162,0.20575475296711715,0.2889677543512297,0.1015239048110287,0.3641844084525148,0.39887911011544736,0.13545269867460907,0.3046821751865043
0.7785234899328859,0.5346834014871119,0.0967696032810553,0.3183371446503153,0.1336579165587249,0.1941048002041745,0.686966835556884,0.17621947820208675,0.5896830728645482
0.7785234899328859,0.3475242336913807,0.0967696032810553,0.3183371446503153,0.08330976302957419,0.21872449806838823,0.686966835556884,0.1119096552227787,0.5896830728645482
0.0436241610738255,0.38743498747408334,0.16449874461428235,0.14951689606807325,0.13469912346385807,0.2637255622357605,0.14636101064335427,0.1775243029760866,0.11230507091263896
0.0436241610738255,0.0979143178107246,0.16449874461428252,0.14951689606807325,0.047793486529552516,0.3039821388895834,0.14636101064335427,0.06506621381985919,0.11230507091263896
0.41610738255033564,0.3192904287151949,0.07867933231025177,0.17824133871714365,0.06610201386151379,0.16212554660369352,0.4453643736179543,0.08937048045193023,0.3177655283522121
0.41610738255033564,0.33686417900346,0.07867933231025177,0.17824133871714365,0.06991054806942155,0.16016988646899014,0.4453643736179543,0.09438415978395139,0.3177655283522121
0.21476510067114096,0.3539644265392712,0.1584699490313224,0.2140498031349312,0.12020520842237573,0.27162785646408544,0.3314562982679148,0.15927048715237674,0.22082426202783895
0.21476510067114096,0.2216000641359401,0.1584699490313224,0.2140498031349312,0.07982709823773991,0.29031414787396664,0.3314562982679148,0.1073714443654259,0.22082426202783895
0.09395973154362412,0.2651549292332727,0.0,0.0,0.0107286207063933,0.0,0.144949505993017,0.014814384938460469,0.023184840264437387
0.09395973154362412,0.14610611528088438,0.0,0.0,0.0,0.006296108970382984,0.144949505993017,0.0,0.023184840264437387
0.003355704697986557,0.3421880298152795,0.1374563745237056,0.112291974042591,0.10516057119054188,0.22555176891197246,0.10554123766900665,0.1401151893466581,0.0477390553534711
0.003355704697986557,0.08948565363959263,0.1374563745237056,0.112291974042591,0.03843026176765514,0.25774808475472594,0.10554123766900665,0.05250567993833261,0.0477390553534711
0.003355704697986557,0.6292691576191772,0.21785080402063764,0.17039620937219893,0.2741236645664707,0.317875262447473,0.0,0.34367085171883177,0.2854252157436682
0.003355704697986557,0.0,0.21785080402063764,0.17039620937219893,0.03206715714364267,0.41995578903239855,0.0,0.04391847738235555,0.2854252157436682
0.09060402684563756,0.2623890615368798,0.6878029271398679,0.47124868453217894,0.24403767577321703,0.7773617936142634,0.4667573349965096,0.3092032894444696,0.37140338876773143
0.09060402684563756,0.4383562722238979,0.6878029271398679,0.47124868453217894,0.37373993331583294,0.7431336528242126,0.4667573349965096,0.4527951908468419,0.37140338876773143
0.3959731543624161,0.7805192505194887,0.4114692050277918,0.557740151978793,0.5315933480909477,0.5384963207645918,0.4948279308486841,0.6114388205589771,0.6790945506494094
0.3959731543624161,0.17601876771381617,0.4114692050277916,0.557740151978793,0.13704056492077318,0.6632378811537071,0.4948279308486841,0.18045491830557112,0.6790945506494094
0.1979865771812081,0.20306056410445134,0.497986917524281,0.4722802540261551,0.16966031321329747,0.6817883389196017,0.44757384170359416,0.22076492634023553,0.4447708839230256
0.1979865771812081,0.5586773195366331,0.4979869175242812,0.4722802540261551,0.39991604548899723,0.6114017546278934,0.44757384170359416,0.4802621016025318,0.4447708839230256
0.16442953020134227,0.3132307386469389,0.06806524228657912,0.09593076174905632,0.0586175995231639,0.1279959965221861,0.23855399872621338,0.0794756943743683,0.1247632216004969
0.16442953020134227,0.1824753925815269,0.06806524228657894,0.09593076174905632,0.034040760350141475,0.14096881974440495,0.23855399872621338,0.04658637531203278,0.1247632216004969
0.05033557046979862,0.37471631529635974,0.5380279907782393,0.3746937798960109,0.28343798199302933,0.6446280136186482,0.36090900496655115,0.3541951875349247,0.2549268410042873
0.05033557046979862,0.22919864918016464,0.5380279907782393,0.3746937798960109,0.1928983076683772,0.6723800367166236,0.36090900496655115,0.2489043654078316,0.2549268410042873
0.5268456375838927,0.8927029135690026,0.5550778537384301,0.7772182645013535,0.7546336162932082,0.6572315078892644,0.6840806759528333,0.8100449239721786,0.884616696261992
0.5268456375838927,0.23469169028508832,0.5550778537384302,0.7772182645013535,0.19975634256530997,0.8012355742657171,0.6840806759528333,0.2571192347378088,0.884616696261992
0.48322147651006714,0.8452816052764366,1.0,1.0,0.929658836081602,0.9052406128346402,0.9869124037663928,0.9482543692539275,1.0
0.48322147651006714,0.37803452204930876,1.0,1.0,0.39150518718802624,1.0,0.9869124037663928,0.471489127451062,1.0
0.09731543624161078,0.6126695521549351,0.19660130257765682,0.19907817563034125,0.24843224530275035,0.2978014429509007,0.10743509239191809,0.31428348042222404,0.31612850438093826
0.09731543624161078,0.042124149538349226,0.196601302577657,0.19907817563034125,0.040126033711390036,0.38791947065886806,0.10743509239191809,0.05478715534526195,0.31612850438093826
0.7046979865771813,0.768542849976786,0.39613796470632207,0.7577614768607696,0.5095287620061424,0.5501674777884962,0.8025434931768084,0.5902362124425699,0.8311781068048109
0.7046979865771813,0.31442668762553494,0.39613796470632207,0.7577614768607696,0.20282839926417046,0.6466686188246188,0.8025434931768084,0.2607859871675175,0.8311781068048109
0.389261744966443,0.5085512865158506,0.410186680050205,0.5519087503099044,0.3232428589772571,0.5634683027636201,0.6199919655519169,0.3984119792248716,0.5256166366444796
0.389261744966443,0.32039604178512043,0.4101866800502048,0.5519087503099044,0.2106071489420276,0.6006621233866708,0.6199919655519169,0.27003455313646224,0.5256166366444796
0.18791946308724833,0.8961879246792847,0.5595390892043133,0.4985454003269815,0.7620744968453782,0.6330829053410415,0.2838193469401723,0.8162146679273156,0.7060318558346044
0.18791946308724833,0.08274386516461447,0.5595390892043133,0.4985454003269815,0.11584908865405542,0.805081092083351,0.2838193469401723,0.1537460742367873,0.7060318558346044
0.3456375838926174,0.726787169915112,0.342685647081392,0.4633160018100145,0.4349838144835792,0.47298704464100866,0.41948334987555613,0.5163133908214111,0.5873155318880208
0.3456375838926174,0.1534522590325577,0.342685647081392,0.4633160018100145,0.11119947063602834,0.5856460924456077,0.41948334987555613,0.14782976665143202,0.5873155318880208
0.087248322147651,0.657246401812399,0.25366505828921904,0.2384390533139388,0.3184943560987392,0.36382170509046374,0.10682784398575874,0.3932008037850518,0.3643206551236387
0.087248322147651,0.0376108478020975,0.25366505828921904,0.2384390533139388,0.049618637571236586,0.47122885548496196,0.10682784398575874,0.06750421885340556,0.3643206551236387
0.07718120805369125,1.0,0.692431093720826,0.460592311599869,1.0,0.7047921183933343,0.15580706943283054,1.0,0.7711874504932176
0.07718120805369125,0.03309754606584578,0.6924310937208258,0.460592311599869,0.10366134433394507,0.909616285849517,0.15580706943283054,0.1381945902302755,0.7711874504932176
1.0,0.6950461635023446,0.30205332223350967,0.8124970743302169,0.3806757417232827,0.4841658592468923,1.0,0.46012020341166493,0.9020206674484943
1.0,0.446816871888918,0.3020533222335095,0.8124970743302169,0.2340570077214512,0.5355623568529441,1.0,0.2976066872913836,0.9020206674484943
0.11073825503355708,0.7318587100035745,0.34917783140830677,0.3180294075323646,0.4438458012519961,0.462125075495933,0.15211904774256216,0.5252918711802564,0.4667389669714642
0.11073825503355708,0.048141885186684816,0.34917783140830655,0.3180294075323646,0.06948923019226613,0.5933412407910063,0.15211904774256216,0.09383023032765368,0.4667389669714642
0.003355704697986557,0.6975501456420352,0.3052587220368467,0.22461428836441633,0.3848889726121136,0.4125078011490655,0.012341029946838814,0.4645531673768431,0.36755992019194417
0.003355704697986557,0.0,0.3052587220368467,0.22461428836441633,0.04511380232926088,0.5396382783646416,0.012341029946838814,0.06148061190519136,0.36755992019194417
0.0738255033557047,0.710779414272807,0.7644073628167222,0.48305712121028244,0.6594509029350204,0.7587190151802709,0.3491595179464726,0.7286275579890886,0.536114901565788
0.0738255033557047,0.12689542946963103,0.7644073628167222,0.48305712121028244,0.1669693311015287,0.8748815124620675,0.3491595179464726,0.2174756718155876,0.536114901565788
0.13087248322147652,0.4854700624014916,0.3697578482375443,0.3445147375739221,0.28924576993342616,0.49955243320234566,0.3242408139467315,0.3607229600758157,0.30718689959017104
0.13087248322147652,0.16189022105860254,0.3697578482375443,0.3445147375739221,0.1211008682165535,0.5594690031937252,0.3242408139467315,0.16040415634916955,0.30718689959017104
0.03020134228187919,0.10013470648982932,0.5210072612721453,0.3509884862974631,0.1194366613448602,0.7013745017283232,0.23480036132840695,0.15829711096876042,0.336771188594472
0.03020134228187919,0.5718198638400687,0.5210072612721453,0.3509884862974631,0.4206921441893253,0.6097553195693244,0.23480036132840695,0.5017223847081989,0.336771188594472
0.023489932885906076,0.09601767218524446,0.5626661381244317,0.3628922781388754,0.12325946007625349,0.7352279623012696,0.23412743459331609,0.16313328558366402,0.3604278001623494
0.023489932885906076,0.5956033329602175,0.5626661381244319,0.3628922781388754,0.45903386447422784,0.6374489487434875,0.23412743459331609,0.5405580902435319,0.3604278001623494
